Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
bd.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
tools.ietf.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
soundtrackinfo.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
bestxxxpic.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
angelfire.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
nybooks.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
martialarts.about.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,0
smallbusiness.yahoo.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
rootsweb.ancestry.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
socialistparty.org.uk,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
findagrave.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
flickr.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
prohockeyfr.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
thenavarres.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
ej-technologies.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
amazon.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
francisscarpaleggia.liberal.ca,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
canadafootballchat.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,0
airlinehistory.co.uk,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
worthpoint.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,0
tarawildlife.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
discoveriesmagazine.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
manta.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,0
doc.ubuntu-fr.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
commons.wikimedia.org,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
tricity.wsu.edu,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
francinebrokaw.suite101.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
kcobaatl.org,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
yelp.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
movies.about.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,0
encycl.opentopia.com,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,0
news.yahoo.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
onlineauction.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
marketskillbuilder.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
freespace.virgin.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
videosurf.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
familytreeassistant.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,0
imdb.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
melnickblog.blogspot.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
wn.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
natap.org,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
spokeo.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
spoke.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
widescreenreview.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
goodnessdirect.co.uk,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,0
slashfilm.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
abacci.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
filmschoolrejects.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
axisbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
456fis.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
kelkoo.co.uk,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
spoke.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
members.tripod.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
theessenessproject.com,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,0
ccbcrsm.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
lamarvin.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
arjanwrites.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
dallas-hiram.patch.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
dkevinbrown.wordpress.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
zoominfo.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
mitchellgreenbergdesigns.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
cineflix.ch,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
linkedin.com,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,0
jerseycityonline.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
penderbeaches.wect.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
findagrave.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
members.tripod.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
barstowmemorialschoolcounseling.blogspot.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
weatherhead.case.edu,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
crownover.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
seriouschristian.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
cs.toronto.edu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
onesource.com,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,0
filecatch.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
usads.ms11.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
images.hyperspacestudios.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
finance.yahoo.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
fhwa.dot.gov,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
harmonium.syntheway.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
linkedin.com,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
archives.cbc.ca,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
loglar.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
amazon.ca,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
collegebasketball.rivals.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
mahalo.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
freemason.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
dcmemorials.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
jimherrin.blogspot.com,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,0
njms.umdnj.edu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
sc4.edu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
prints.paphotos.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
bridgestone-firestone.ca,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
gilkes.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
people.famouswhy.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
allgame.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
tshaonline.org,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
eudora.com,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,0
baseball-almanac.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
zachary.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
sourceforge.net,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
realitytvmagazine.sheknows.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
btscene.eu,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
nmelectric.coop,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
movies.yahoo.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
imdb.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
knack.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
chiefswarroom.net,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
pages.intnet.mu,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
artgalleryartist.com,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,0
arcadja.com,0,0,0,6,0,0,1,0,0,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
oregonlive.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0
movies.msn.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
alumniclass.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
linkedin.com,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
jimlynch.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
mondoweiss.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
mskcc.org,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
porn.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,0
surfni.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
litigation-essentials.lexisnexis.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
kcconfidential.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
beyblade.wikia.com,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
veromi.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
freewebs.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
123people.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
homemediamagazine.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
irpp.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
intair.de,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
vitals.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
snip.pl,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
philadelphiaunion.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
twitter.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
facebook.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
www3.sympatico.ca,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
yahoosports.teamfanshop.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
searchforancestors.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
marcgarneau.liberal.ca,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
encycl.opentopia.com,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,0
openjurist.org,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
capitolfax.com,0,0,0,5,0,0,1,0,0,1,1,1,1,1,1,0
gettyimages.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
twitter.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
moneysmartsblog.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
sandiego.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
wellness.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0
qualityautographs.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
acronyms.thefreedictionary.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
answers.yahoo.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
graduatestudies.concordia.ca,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
railway-technology.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
healthgrades.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
bestofneworleans.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0
amazon.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
absoluteastronomy.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
content.lib.washington.edu,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
totallyfuzzy.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
demo.ootunes.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
enquirer.com,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,0
kukkeshreetravels.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
umn.edu,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
facebook.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
evri.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
s211353911.onlinehome.us,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
librarytechnology.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
cornwallvsf.org,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
nndb.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
4specs.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
rjlsoftware.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
farmhouse.coolhouseplans.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
museumplanet.com,0,0,0,5,0,0,1,0,0,1,1,1,1,1,1,0
metrolyrics.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
redshirtlament.blogspot.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,0
rarenewspapers.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
webcomicsnation.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
manta.com,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,0
chessarch.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
movies.yahoo.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
fanpix.net,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
ncaatournamentbracket.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
buzzsugar.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
chronicle.northcoastnow.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
archive.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
mexicanrestaurantshuntingtonbeach.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
facebook.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
doubletreeorlando.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
lyrics.astraweb.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
avalonatkesslerpark.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
filmsinboxes.wordpress.com,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
big12hoops.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0
bonniesmithcfc.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
send2press.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
property.trovit.ca,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
sg.linkedin.com,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,0
facebook.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
experiencefestival.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
bloomberg.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
economicexpert.com,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
locations.thecheesecakefactory.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
marketwire.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
natural-history.uoregon.edu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
iub.edu,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
manta.com,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,0
goldsilver.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
afresh1.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
uk.linkedin.com,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,0
jigsaw.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
cduniverse.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
comicbookbin.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
dubaiinternetmarketing.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
dragonball.wikia.com,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
biomedexperts.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
indianamat.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
montreal.about.com,0,0,1,6,0,0,1,0,0,1,1,1,1,1,1,0
cplire.ru,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
pgatour.com,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
people.famouswhy.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
veromi.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
ticketsolutions.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
universalorlando.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
usidentify.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
hollywood.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
logitech.com,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,0
heritagepalmscountryclub.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
xomreviews.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
horrorsnotdead.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
sports.yahoo.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
uvm.edu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
mcguire.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0
kclibrary.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
genforum.genealogy.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
patriots.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
absoluteastronomy.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
conf.isi.qut.edu.au,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
amazon.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
ectc.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
groups.yahoo.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
veromi.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
ebooksread.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
spoke.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
uspwr.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
dummysoftware.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
cbc.ca,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,0
vitals.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
ostermiller.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
answers.yahoo.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
lib.uoguelph.ca,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0
myspace.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
stackoverflow.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
ucalgary.ca,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
masclearsight.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
facebook.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
allstudies.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
ballymenatimes.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
wn.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
mixedmartialartsconsulting.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
freebase.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
wiki.answers.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
bbonline.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
inf.ufsc.br,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
waatp.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
youtube.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
at1ce.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
fanfiction.net,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
iwswrestling.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
aircom.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
niskayuna.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
counter-strike-maps.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
closinglogos.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
archive.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
wiki.answers.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
destination360.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
celebsmovies-online.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
illicoweb.videotron.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
scribd.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
absoluteastronomy.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
tools.ietf.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
ehow.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
encyclopedia.com,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
clearchannelsf.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
netglimse.com,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
www-db.stanford.edu,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
contextmagic.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
theprovince.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
midwestdemocracyproject.org,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
frommers.com,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
absoluteastronomy.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
rootsweb.ancestry.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
ihoz.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
chicago-fire.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
baseballhall.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
opticsplanet.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
